1,Joe,Customer,,,,,,,,,CO-000001,4111111111111111,Joseph Dunnigan,visa,02,2024
2,Joe,Customer,,,,,,,,,CO-000002,5555555555554444,Rosaline Walser,mast,07,2024
3,Joe,Customer,,,,,,,,,CO-000003,378282246310005,Jenny Hultgren,amex,05,2024
4,Joe,Customer,,,,,,,,,CO-000004,4111111111111111,Micaela Houchins,visa,12,2024
5,Joe,Customer,,,,,,,,,CO-000005,371449635398431,Leda Cerda,amex,08,2024
6,Joe,Customer,,,,,,,,,CO-000006,4111111111111111,Kourtney Hopton,visa,10,2024
7,Joe,Customer,,,,,,,,,CO-000007,5105105105105100,Laurinda Small,mast,11,2024
8,Joe,Customer,,,,,,,,,CO-000008,4012888888881881,William Jenkins,visa,04,2024
9,Joe,Customer,,,,,,,,,CO-000009,4012888888881881,Ron Hollin,visa,07,2024
10,Joe,Customer,,,,,,,,,CO-000010,5105105105105100,Neely Chaleux,mast,12,2024
11,Joe,Customer,,,,,,,,,CO-000011,4111111111111111,Joseph Dunnigan,visa,02,2024
12,Joe,Customer,,,,,,,,,CO-000012,5555555555554444,Rosaline Walser,mast,07,2024
13,Joe,Customer,,,,,,,,,CO-000013,378282246310005,Jenny Hultgren,amex,05,2024
14,Joe,Customer,,,,,,,,,CO-000014,4111111111111111,Micaela Houchins,visa,12,2024
15,Joe,Customer,,,,,,,,,CO-000015,371449635398431,Leda Cerda,amex,08,2024
16,Joe,Customer,,,,,,,,,CO-000016,4111111111111111,Kourtney Hopton,visa,10,2024
17,Joe,Customer,,,,,,,,,CO-000017,5105105105105100,Laurinda Small,mast,11,2024
18,Joe,Customer,,,,,,,,,CO-000018,4012888888881881,William Jenkins,visa,04,2024
19,Joe,Customer,,,,,,,,,CO-000019,4012888888881881,Ron Hollin,visa,07,2024
20,Joe,Customer,,,,,,,,,CO-000020,5105105105105100,Neely Chaleux,mast,12,2024
21,Joe,Customer,,,,,,,,,CO-000021,4111111111111111,Joseph Dunnigan,visa,02,2024
22,Joe,Customer,,,,,,,,,CO-000022,5555555555554444,Rosaline Walser,mast,07,2024
23,Joe,Customer,,,,,,,,,CO-000023,378282246310005,Jenny Hultgren,amex,05,2024
24,Joe,Customer,,,,,,,,,CO-000024,4111111111111111,Micaela Houchins,visa,12,2024
25,Joe,Customer,,,,,,,,,CO-000025,371449635398431,Leda Cerda,amex,08,2024
26,Joe,Customer,,,,,,,,,CO-000026,4111111111111111,Kourtney Hopton,visa,10,2024
27,Joe,Customer,,,,,,,,,CO-000027,5105105105105100,Laurinda Small,mast,11,2024
28,Joe,Customer,,,,,,,,,CO-000028,4012888888881881,William Jenkins,visa,04,2024
29,Joe,Customer,,,,,,,,,CO-000029,4012888888881881,Ron Hollin,visa,07,2024
30,Joe,Customer,,,,,,,,,CO-000030,5105105105105100,Neely Chaleux,mast,12,2024
31,Joe,Customer,,,,,,,,,CO-000031,4111111111111111,Joseph Dunnigan,visa,02,2024
32,Joe,Customer,,,,,,,,,CO-000032,5555555555554444,Rosaline Walser,mast,07,2024
33,Joe,Customer,,,,,,,,,CO-000033,378282246310005,Jenny Hultgren,amex,05,2024
34,Joe,Customer,,,,,,,,,CO-000034,4111111111111111,Micaela Houchins,visa,12,2024
35,Joe,Customer,,,,,,,,,CO-000035,371449635398431,Leda Cerda,amex,08,2024
36,Joe,Customer,,,,,,,,,CO-000036,4111111111111111,Kourtney Hopton,visa,10,2024
37,Joe,Customer,,,,,,,,,CO-000037,5105105105105100,Laurinda Small,mast,11,2024
38,Joe,Customer,,,,,,,,,CO-000038,4012888888881881,William Jenkins,visa,04,2024
39,Joe,Customer,,,,,,,,,CO-000039,4012888888881881,Ron Hollin,visa,07,2024
40,Joe,Customer,,,,,,,,,CO-000040,5105105105105100,Neely Chaleux,mast,12,2024
41,Joe,Customer,,,,,,,,,CO-000041,4111111111111111,Joseph Dunnigan,visa,02,2024
42,Joe,Customer,,,,,,,,,CO-000042,5555555555554444,Rosaline Walser,mast,07,2024
43,Joe,Customer,,,,,,,,,CO-000043,4012888888881881,Ron Hollin,visa,07,2024
44,Joe,Customer,,,,,,,,,CO-000044,5105105105105100,Neely Chaleux,mast,12,2024
45,Joe,Customer,,,,,,,,,CO-000045,4111111111111111,Joseph Dunnigan,visa,02,2024
46,Joe,Customer,,,,,,,,,CO-000046,5555555555554444,Rosaline Walser,mast,07,2024
47,Joe,Customer,,,,,,,,,CO-000047,4111111111111111,Joseph Dunnigan,visa,02,2024
48,Joe,Customer,,,,,,,,,CO-000048,5555555555554444,Rosaline Walser,mast,07,2024
49,Joe,Customer,,,,,,,,,CO-000049,378282246310005,Jenny Hultgren,amex,05,2024
50,Joe,Customer,,,,,,,,,CO-000050,4111111111111111,Micaela Houchins,visa,12,2024
51,Joe,Customer,,,,,,,,,CO-000051,371449635398431,Leda Cerda,amex,08,2024
52,Joe,Customer,,,,,,,,,CO-000052,4111111111111111,Kourtney Hopton,visa,10,2024
53,Joe,Customer,,,,,,,,,CO-000053,5105105105105100,Laurinda Small,mast,11,2024
54,Joe,Customer,,,,,,,,,CO-000054,4012888888881881,William Jenkins,visa,04,2024
55,Joe,Customer,,,,,,,,,CO-000055,4012888888881881,Ron Hollin,visa,07,2024
56,Joe,Customer,,,,,,,,,CO-000056,5105105105105100,Neely Chaleux,mast,12,2024
57,Joe,Customer,,,,,,,,,CO-000057,4111111111111111,Joseph Dunnigan,visa,02,2024
58,Joe,Customer,,,,,,,,,CO-000058,5555555555554444,Rosaline Walser,mast,07,2024
59,Joe,Customer,,,,,,,,,CO-000059,378282246310005,Jenny Hultgren,amex,05,2024
60,Joe,Customer,,,,,,,,,CO-000060,4111111111111111,Micaela Houchins,visa,12,2024
61,Joe,Customer,,,,,,,,,CO-000061,371449635398431,Leda Cerda,amex,08,2024
62,Joe,Customer,,,,,,,,,CO-000062,4111111111111111,Kourtney Hopton,visa,10,2024
63,Joe,Customer,,,,,,,,,CO-000063,5105105105105100,Laurinda Small,mast,11,2024
64,Joe,Customer,,,,,,,,,CO-000064,4012888888881881,William Jenkins,visa,04,2024
65,Joe,Customer,,,,,,,,,CO-000065,4012888888881881,Ron Hollin,visa,07,2024
