1,Joe,Customer,,,,,,,,,CO-000001,4111111111111111,Joseph Dunnigan,visa,02,2026
2,Joe,Customer,,,,,,,,,CO-000002,5555555555554444,Rosaline Walser,mast,07,2026
3,Joe,Customer,,,,,,,,,CO-000003,378282246310005,Jenny Hultgren,amex,05,2026
4,Joe,Customer,,,,,,,,,CO-000004,4111111111111111,Micaela Houchins,visa,12,2026
5,Joe,Customer,,,,,,,,,CO-000005,371449635398431,Leda Cerda,amex,08,2026
6,Joe,Customer,,,,,,,,,CO-000006,4111111111111111,Kourtney Hopton,visa,10,2026
7,Joe,Customer,,,,,,,,,CO-000007,5105105105105100,Laurinda Small,mast,11,2026
8,Joe,Customer,,,,,,,,,CO-000008,4012888888881881,William Jenkins,visa,04,2026
9,Joe,Customer,,,,,,,,,CO-000009,4012888888881881,Ron Hollin,visa,07,2026
10,Joe,Customer,,,,,,,,,CO-000010,5105105105105100,Neely Chaleux,mast,12,2026
11,Joe,Customer,,,,,,,,,CO-000011,4111111111111111,Joseph Dunnigan,visa,02,2026
